episode,global_step,episodes_completed,reward,loss,epsilon,steps,slices,current_max_slices,attempts,rejected_slices,covered,hard_total,crop_new_detection_gain,crop_new_detection_utility,crop_tp_gain,crop_fp_gain,crop_outcome_reward,val_recall,val_slices,val_score,val_mAP50,val_small_recall,val_fp_per_image,val_crops,val_benchmark_score
100,1402,100,-19.532376,0.607635,0.911207,15,1,1,3,2,1,19,1,0.417162,0,5,-9.691419,,,,,,,,
101,1403,101,8.40814,0.622853,0.911143,4,1,1,1,0,4,5,2,0.724336,1,1,1.862168,,,,,,,,
102,1411,102,-7.320087,0.654024,0.910637,13,1,1,2,1,0,0,2,1.215906,2,2,0.907953,,,,,,,,
103,1419,103,-1.948252,0.60813,0.91013,1,1,1,1,0,0,21,5,2.27312,1,4,-1.86344,,,,,,,,
104,1454,104,12.397988,0.556872,0.907913,13,1,1,3,2,5,27,7,3.090783,6,4,12.345392,,,,,,,,
105,1469,105,51.953616,0.568829,0.906963,10,1,1,2,1,9,79,12,5.688112,16,5,43.344056,,,,,,,,
106,1473,106,-4.305841,0.56727,0.90671,6,1,1,1,0,1,44,2,0.889682,0,3,-4.055159,,,,,,,,
107,1489,107,0.221057,0.610301,0.905697,1,1,1,1,0,1,3,1,0.462924,0,1,-1.268538,,,,,,,,
108,1490,108,47.24918,0.550594,0.905633,8,1,1,2,1,8,31,10,4.928906,13,0,39.964453,,,,,,,,
109,1494,109,-16.410522,0.607539,0.90538,19,1,1,4,3,0,2,4,2.081659,3,3,4.34083,,,,,,,,
110,1503,110,-16.791896,0.545136,0.90481,21,0,1,4,4,0,1,0,0.0,0,0,-4.8,,,,,,,,
111,1524,111,-6.58587,0.572743,0.90348,11,1,1,3,2,5,11,3,1.30092,0,4,-7.74954,,,,,,,,
112,1528,112,-3.985365,0.547445,0.903227,8,1,1,2,1,0,0,1,0.601335,1,0,2.100667,,,,,,,,
113,1529,113,-13.317048,0.610676,0.903163,18,1,1,3,2,0,3,4,1.801549,2,4,-1.499226,,,,,,,,
114,1530,114,-5.443177,0.460174,0.9031,8,1,1,2,1,0,0,1,0.444579,0,2,-3.977711,,,,,,,,
115,1535,115,60.194495,0.477236,0.902783,2,1,1,1,0,10,25,12,6.706396,15,2,45.353198,,,,,,,,
116,1536,116,-21.205866,0.544986,0.90272,25,0,1,4,4,0,2,2,0.758141,0,2,-5.020929,,,,,,,,
117,1542,117,-19.545757,0.547753,0.90234,3,1,1,1,0,0,21,15,6.024635,0,15,-19.487682,,,,,,,,
118,1547,118,22.341757,0.513827,0.902023,8,1,1,2,1,13,31,9,4.911203,5,6,8.455601,,,,,,,,
119,1557,119,-16.388582,0.54033,0.90139,24,0,1,4,4,0,5,3,1.563042,1,2,-1.618479,,,,,,,,
120,1569,120,5.425467,0.503169,0.90063,5,1,1,1,0,6,12,9,4.052928,2,7,-2.473536,,,,,,,,
121,1592,121,-0.055608,0.547251,0.899173,4,1,1,1,0,0,1,3,1.142334,1,2,0.571167,,,,,,,,
122,1597,122,-3.621433,0.504435,0.898857,8,1,1,2,1,2,13,3,1.175774,1,3,-0.912113,,,,,,,,
123,1615,123,-0.474114,0.523295,0.897717,5,1,1,1,0,1,14,1,0.302478,0,1,-1.348761,,,,,,,,
124,1621,124,6.470691,0.497919,0.897337,4,1,1,1,0,1,19,4,2.032526,3,3,5.516263,,,,,,,,
125,1633,125,-8.906507,0.407677,0.896577,4,1,1,1,0,0,6,6,3.639822,0,7,-8.680089,,,,,,,,
126,1639,126,78.252893,0.530948,0.896197,17,1,1,3,2,14,29,26,12.665148,25,5,72.632574,,,,,,,,
127,1648,127,-2.683413,0.487285,0.895627,7,1,1,1,0,1,21,2,1.300674,0,3,-3.849663,,,,,,,,
128,1652,128,0.36092,0.4438,0.895373,8,1,1,2,1,0,0,2,1.211655,4,3,6.905827,,,,,,,,
129,1688,129,55.352561,0.610027,0.893093,6,1,1,1,0,9,33,15,9.030259,14,2,43.51513,,,,,,,,
130,1692,130,-9.333971,0.529162,0.89284,22,1,1,4,3,0,0,6,2.547231,3,4,3.073615,,,,,,,,
131,1716,131,1.602025,0.446746,0.89132,4,1,1,1,0,0,1,1,0.756977,1,1,1.878489,,,,,,,,
